Date,Vendor,Item,Qty,Unit Price,Line Total
2024-04-21,Party Time Balloons,Centerpiece,3,6.50,"$19.50"
2024-04-21,Tonys Pizza,party pizza,4,37.00,148.00
04/21/2024,Theme Party Decor,Themed Decor Kit,3,32.00,"$96.00"
04/04/2024,Roast House Coffee,Whole Bean 5lb,2,"$46.34","$92.67"
04/04/2024,Roast House Coffee,snack pack,3,12.00,36.00
04/21/2024,Roast House Coffee,Whole Bean 5lb,3,"$46.15",138.45
4/21/24,Roast House Coffee,Snack Pack,1,12.00,12.00
04/26/2024,CleanCo Supply,cleaning supplies,1,"$51.63",51.63
,,MONTH TOTAL,,,"$1,695.43"
05/27/2024,PARTY TIME BALLOONS,BALLOON ARCH,1,47.00,"$47.00"
5/27/24,PARTY TIME BALLOONS,centerpiece,4,6.50,26.00
5/27/24,TONY'S PIZZA CO,party pizza,4,37.00,148.00
2024-05-27,THEME PARTY DECOR CO.,themed decor kit,3,32.00,96.00
5/18/24,Party Time Balloons,Balloon Arch,1,47.00,"$47.00"
2024-05-18,Party Time Balloons,Centerpiece,6,6.50,39.00
05/18/2024,Tony's Pizza Co.,PARTY PIZZA,5,"$37.00","$185.00"
5/18/24,Theme Party Decor,Themed Decor Kit,2,32.00,64.00
05/20/2024,Party Time Balloon Co.,Balloon Arch,1,"$47.00",47.00
5/20/24,Party Time Balloon Co.,centerpiece,6,6.50,39.00
2024-05-20,Tony's Pizza,PARTY PIZZA,4,37.00,"$148.00"
5/20/24,Theme Party Decor Co,themed decor kit,3,32.00,"$96.00"
5/3/24,Party Time Balloon Co.,Balloon Arch,1,47.00,47.00
5/3/24,Party Time Balloon Co.,centerpiece,6,6.50,"$39.00"
2024-05-03,TONY'S PIZZA CO,PARTY PIZZA,4,"$37.00",148.00
2024-05-03,THEME PARTY DECOR CO.,themed decor kit,3,32.00,"$96.00"
2024-05-08,PARTY TIME BALLOONS,BALLOON ARCH,1,47.00,47.00
5/8/24,PARTY TIME BALLOONS,centerpiece,5,"$6.50",32.50
05/08/2024,Tony's Pizza,PARTY PIZZA,2,37.00,74.00
05/08/2024,Theme Party Decor Co,themed decor kit,3,32.00,96.00
5/21/24,Party Time Balloon Co.,balloon arch,1,47.00,"$47.00"
05/21/2024,Party Time Balloon Co.,Centerpiece,6,6.50,39.00
5/21/24,Tony's Pizza Co.,Party Pizza,4,37.00,148.00
05/21/2024,Theme Party Decor,Themed Decor Kit,3,32.00,96.00
2024-05-22,Party Time Balloons LLC,BALLOON ARCH,1,47.00,47.00
2024-05-22,Party Time Balloons LLC,centerpiece,3,"$6.50","$19.50"
2024-05-22,Tony's Pizza Co.,party pizza,2,"$37.00",74.00
5/22/24,Theme Party Decor,themed decor kit,3,32.00,"$96.00"
2024-05-01,Party Time Balloon Co.,balloon arch,1,47.00,47.00
2024-05-01,Party Time Balloon Co.,centerpiece,3,6.50,19.50
5/1/24,Tony's Pizza,party pizza,5,37.00,"$185.00"
2024-05-01,THEME PARTY DECOR CO.,themed decor kit,3,"$32.00",96.00
2024-05-08,Roast House Coffee,Whole Bean 5lb,2,44.82,89.64
5/8/24,Roast House Coffee,Snack Pack,1,12.00,"$12.00"
05/21/2024,Roast House Coffee,whole bean 5lb,1,44.86,"$44.86"
5/21/24,Roast House Coffee,Snack Pack,4,"$12.00","$48.00"
05/27/2024,CleanCo Supply Inc,cleaning supplies,1,"$52.11",52.11
5/17/24,Playworks Toys,Play Equipment,2,55.22,"$110.44"
2024-06-16,PARTY TIME BALLOONS,BALLOON ARCH,1,"$47.00",47.00
6/16/24,PARTY TIME BALLOONS,Centerpiece,2,6.50,13.00
2024-06-16,TONY'S PIZZA CO,Party Pizza,3,37.00,"$111.00"
06/16/2024,THEME PARTY DECOR CO.,themed decor kit,3,"$32.00",96.00
06/24/2024,PARTY TIME BALLOONS,BALLOON ARCH,1,47.00,"$47.00"
6/24/24,PARTY TIME BALLOONS,centerpiece,3,"$6.50",19.50
06/24/2024,Tony's Pizza Co.,Party Pizza,2,"$37.00",74.00
6/24/24,Theme Party Decor,Themed Decor Kit,3,"$32.00","$96.00"
6/6/24,PARTY TIME BALLOONS,BALLOON ARCH,1,47.00,47.00
06/06/2024,PARTY TIME BALLOONS,centerpiece,6,"$6.50",39.00
2024-06-06,Tony's Pizza,Party Pizza,5,37.00,185.00
2024-06-06,Theme Party Decor Co,Themed Decor Kit,3,"$32.00",96.00
2024-06-29,Party Time Balloons,balloon arch,1,"$47.00","$47.00"
2024-06-29,Party Time Balloons,centerpiece,2,6.50,13.00
6/29/24,Tonys Pizza,party pizza,3,37.00,"$111.00"
2024-06-29,Theme Party Decor Co,themed decor kit,4,32.00,"$128.00"
6/16/24,Party Time Balloons,balloon arch,1,47.00,47.00
06/16/2024,Party Time Balloons,centerpiece,5,"$6.50","$32.50"
2024-06-16,Tony's Pizza,party pizza,3,"$37.00",111.00
2024-06-16,Theme Party Decor,Themed Decor Kit,3,"$32.00",96.00
06/20/2024,Party Time Balloons LLC,Balloon Arch,1,"$47.00",47.00
6/20/24,Party Time Balloons LLC,Centerpiece,4,6.50,26.00
2024-06-20,Tonys Pizza,party pizza,3,37.00,"$111.00"
06/20/2024,Theme Party Decor Co,themed decor kit,3,"$32.00",96.00
2024-06-15,Party Time Balloons LLC,Balloon Arch,1,47.00,"$47.00"
2024-06-15,Party Time Balloons LLC,Centerpiece,4,6.50,26.00
6/15/24,Tony's Pizza Co.,PARTY PIZZA,4,37.00,148.00
6/15/24,THEME PARTY DECOR CO.,themed decor kit,3,32.00,96.00
2024-06-10,PARTY TIME BALLOONS,Balloon Arch,1,"$47.00","$47.00"
06/10/2024,PARTY TIME BALLOONS,Centerpiece,6,6.50,39.00
2024-06-10,Tony's Pizza Co.,PARTY PIZZA,5,"$37.00",185.00
2024-06-10,Theme Party Decor Co,Themed Decor Kit,3,"$32.00","$96.00"
2024-06-28,PARTY TIME BALLOONS,balloon arch,1,"$47.00",47.00
6/28/24,PARTY TIME BALLOONS,centerpiece,5,"$6.50",32.50
2024-06-28,TONY'S PIZZA CO,party pizza,4,37.00,148.00
06/28/2024,Theme Party Decor Co,Themed Decor Kit,3,32.00,96.00
6/4/24,PARTY TIME BALLOONS,balloon arch,1,47.00,"$47.00"
06/04/2024,PARTY TIME BALLOONS,Centerpiece,3,6.50,"$19.50"
6/4/24,Tonys Pizza,Party Pizza,3,37.00,111.00
06/04/2024,THEME PARTY DECOR CO.,Themed Decor Kit,3,32.00,96.00
06/12/2024,PARTY TIME BALLOONS,Balloon Arch,1,47.00,47.00
6/12/24,PARTY TIME BALLOONS,Centerpiece,2,"$6.50",13.00
2024-06-12,Tony's Pizza,PARTY PIZZA,4,37.00,148.00
06/12/2024,Theme Party Decor,themed decor kit,3,"$32.00","$96.00"
06/20/2024,Party Time Balloons LLC,BALLOON ARCH,1,"$47.00",47.00
6/20/24,Party Time Balloons LLC,Centerpiece,5,6.50,"$32.50"
2024-06-20,Tony's Pizza Co.,party pizza,2,"$37.00","$74.00"
06/20/2024,Theme Party Decor Co,Themed Decor Kit,3,32.00,96.00
6/5/24,Roast House Coffee Co.,Whole Bean 5lb,2,"$45.16",90.31
6/5/24,Roast House Coffee Co.,snack pack,3,"$12.00",36.00
2024-06-18,ROAST HOUSE COFFEE,Whole Bean 5lb,1,"$46.12",46.12
2024-06-18,ROAST HOUSE COFFEE,snack pack,3,"$12.00",36.00
2024-06-27,CleanCo Supply,cleaning supplies,1,51.00,51.00
2024-07-06,Party Time Balloons LLC,Balloon Arch,1,"$47.00","$47.00"
07/06/2024,Party Time Balloons LLC,centerpiece,4,"$6.50",26.00
07/06/2024,Tony's Pizza Co.,PARTY PIZZA,4,"$37.00","$148.00"
2024-07-06,THEME PARTY DECOR CO.,Themed Decor Kit,3,32.00,"$96.00"
07/31/2024,Party Time Balloons,Balloon Arch,1,47.00,47.00
2024-07-31,Party Time Balloons,Centerpiece,4,"$6.50",26.00
07/31/2024,Tonys Pizza,party pizza,5,"$37.00","$185.00"
07/31/2024,Theme Party Decor,Themed Decor Kit,3,32.00,"$96.00"
2024-07-14,Party Time Balloon Co.,BALLOON ARCH,1,47.00,"$47.00"
07/14/2024,Party Time Balloon Co.,centerpiece,7,6.50,"$45.50"
2024-07-14,TONY'S PIZZA CO,party pizza,3,37.00,111.00
07/14/2024,Theme Party Decor,Themed Decor Kit,3,"$32.00",96.00
7/4/24,Party Time Balloons LLC,balloon arch,1,"$47.00","$47.00"
7/4/24,Party Time Balloons LLC,centerpiece,2,6.50,13.00
07/04/2024,Tonys Pizza,PARTY PIZZA,3,"$37.00",111.00
7/4/24,Theme Party Decor,themed decor kit,3,32.00,96.00
2024-07-19,Party Time Balloon Co.,Balloon Arch,1,"$47.00",47.00
2024-07-19,Party Time Balloon Co.,Centerpiece,3,6.50,19.50
07/19/2024,Tony's Pizza Co.,PARTY PIZZA,3,"$37.00","$111.00"
7/19/24,Theme Party Decor,themed decor kit,4,32.00,"$128.00"
7/8/24,Party Time Balloons,Balloon Arch,1,47.00,47.00
2024-07-08,Party Time Balloons,centerpiece,2,"$6.50",13.00
07/08/2024,Tony's Pizza Co.,PARTY PIZZA,3,37.00,111.00
2024-07-08,Theme Party Decor,themed decor kit,3,32.00,"$96.00"
2024-07-20,PARTY TIME BALLOONS,BALLOON ARCH,1,"$47.00",47.00
2024-07-20,PARTY TIME BALLOONS,Centerpiece,4,"$6.50","$26.00"
07/20/2024,Tony's Pizza,Party Pizza,4,"$37.00",148.00
07/20/2024,Theme Party Decor,Themed Decor Kit,4,32.00,128.00
07/03/2024,Party Time Balloons,Balloon Arch,1,"$47.00",47.00
07/03/2024,Party Time Balloons,Centerpiece,6,6.50,"$39.00"
7/3/24,Tony's Pizza,Party Pizza,3,37.00,111.00
2024-07-03,THEME PARTY DECOR CO.,Themed Decor Kit,3,"$32.00","$96.00"
07/18/2024,PARTY TIME BALLOONS,Balloon Arch,1,47.00,47.00
7/18/24,PARTY TIME BALLOONS,centerpiece,3,"$6.50",19.50
7/18/24,Tony's Pizza Co.,Party Pizza,3,"$37.00",111.00
7/18/24,Theme Party Decor,Themed Decor Kit,3,"$32.00","$96.00"
2024-07-23,PARTY TIME BALLOONS,BALLOON ARCH,1,47.00,"$47.00"
2024-07-23,PARTY TIME BALLOONS,centerpiece,3,"$6.50",19.50
07/23/2024,TONY'S PIZZA CO,party pizza,4,37.00,148.00
2024-07-23,THEME PARTY DECOR CO.,themed decor kit,3,32.00,96.00
2024-07-11,Party Time Balloons,Balloon Arch,1,47.00,47.00
2024-07-11,Party Time Balloons,Centerpiece,4,6.50,26.00
2024-07-11,TONY'S PIZZA CO,Party Pizza,3,37.00,111.00
2024-07-11,Theme Party Decor,themed decor kit,3,32.00,"$96.00"
2024-07-06,Roast House Coffee Co.,Whole Bean 5lb,3,"$47.33","$141.98"
2024-07-06,Roast House Coffee Co.,Snack Pack,4,12.00,"$48.00"
2024-07-16,Roast House Coffee Co.,whole bean 5lb,3,"$44.73","$134.18"
2024-07-16,Roast House Coffee Co.,snack pack,3,"$12.00","$36.00"
07/24/2024,CleanCo Supply Inc,cleaning supplies,1,"$48.29","$48.29"
2024-08-11,Party Time Balloons LLC,Balloon Arch,1,"$47.00",47.00
08/11/2024,Party Time Balloons LLC,Centerpiece,2,6.50,"$13.00"
08/11/2024,Tonys Pizza,party pizza,5,37.00,"$185.00"
2024-08-11,Theme Party Decor Co,Themed Decor Kit,3,"$32.00",96.00
8/15/24,Party Time Balloons LLC,BALLOON ARCH,1,47.00,47.00
08/15/2024,Party Time Balloons LLC,Centerpiece,3,"$6.50",19.50
08/15/2024,Tony's Pizza,Party Pizza,2,"$37.00",74.00
2024-08-15,Theme Party Decor,Themed Decor Kit,3,32.00,"$96.00"
8/31/24,Party Time Balloon Co.,BALLOON ARCH,1,"$47.00",47.00
08/31/2024,Party Time Balloon Co.,Centerpiece,5,6.50,"$32.50"
8/31/24,Tony's Pizza,PARTY PIZZA,4,"$37.00",148.00
08/31/2024,THEME PARTY DECOR CO.,themed decor kit,3,32.00,"$96.00"
08/27/2024,PARTY TIME BALLOONS,BALLOON ARCH,1,47.00,47.00
8/27/24,PARTY TIME BALLOONS,centerpiece,3,6.50,19.50
8/27/24,Tony's Pizza,Party Pizza,3,37.00,111.00
2024-08-27,Theme Party Decor,themed decor kit,4,32.00,"$128.00"
2024-08-11,Party Time Balloons,balloon arch,1,47.00,47.00
08/11/2024,Party Time Balloons,centerpiece,5,"$6.50",32.50
2024-08-11,Tony's Pizza Co.,party pizza,4,"$37.00",148.00
8/11/24,Theme Party Decor,Themed Decor Kit,3,"$32.00","$96.00"
08/22/2024,Party Time Balloon Co.,BALLOON ARCH,1,47.00,47.00
2024-08-22,Party Time Balloon Co.,centerpiece,4,"$6.50","$26.00"
8/22/24,TONY'S PIZZA CO,Party Pizza,3,37.00,"$111.00"
2024-08-22,Theme Party Decor Co,Themed Decor Kit,3,"$32.00",96.00
08/05/2024,Party Time Balloon Co.,BALLOON ARCH,1,"$47.00",47.00
2024-08-05,Party Time Balloon Co.,centerpiece,2,6.50,"$13.00"
08/05/2024,Tony's Pizza Co.,PARTY PIZZA,3,"$37.00",111.00
8/5/24,Theme Party Decor Co,Themed Decor Kit,3,"$32.00",96.00
08/14/2024,PARTY TIME BALLOONS,balloon arch,1,"$47.00",47.00
8/14/24,PARTY TIME BALLOONS,centerpiece,6,"$6.50","$39.00"
08/14/2024,Tonys Pizza,Party Pizza,4,37.00,"$148.00"
08/14/2024,Theme Party Decor,themed decor kit,3,32.00,96.00
08/19/2024,Party Time Balloons,BALLOON ARCH,1,47.00,"$47.00"
2024-08-19,Party Time Balloons,Centerpiece,2,6.50,"$13.00"
2024-08-19,Tonys Pizza,PARTY PIZZA,3,37.00,"$111.00"
8/19/24,Theme Party Decor,themed decor kit,3,"$32.00",96.00
08/13/2024,Party Time Balloons LLC,Balloon Arch,1,"$47.00",47.00
2024-08-13,Party Time Balloons LLC,centerpiece,4,6.50,"$26.00"
08/13/2024,Tony's Pizza,PARTY PIZZA,2,"$37.00","$74.00"
2024-08-13,Theme Party Decor Co,themed decor kit,3,32.00,96.00
2024-08-08,Roast House Coffee,whole bean 5lb,2,44.69,"$89.38"
8/8/24,Roast House Coffee,snack pack,1,12.00,"$12.00"
2024-08-17,Roast House Coffee,Whole Bean 5lb,1,47.33,47.33
08/17/2024,Roast House Coffee,snack pack,3,12.00,"$36.00"
8/26/24,CleanCo Supply,cleaning supplies,1,"$47.73","$47.73"
08/17/2024,Playworks Toys,play equipment,3,47.93,143.78
9/17/24,Party Time Balloons LLC,balloon arch,1,47.00,"$47.00"
2024-09-17,Party Time Balloons LLC,Centerpiece,2,"$6.50","$13.00"
2024-09-17,TONY'S PIZZA CO,PARTY PIZZA,2,37.00,74.00
09/17/2024,Theme Party Decor Co,Themed Decor Kit,4,"$32.00",128.00
2024-09-04,Party Time Balloons,BALLOON ARCH,1,47.00,47.00
2024-09-04,Party Time Balloons,Centerpiece,3,6.50,19.50
2024-09-04,Tony's Pizza,party pizza,3,37.00,"$111.00"
9/4/24,Theme Party Decor Co,Themed Decor Kit,3,32.00,96.00
09/14/2024,PARTY TIME BALLOONS,BALLOON ARCH,1,47.00,47.00
09/14/2024,PARTY TIME BALLOONS,centerpiece,7,"$6.50",45.50
2024-09-14,TONY'S PIZZA CO,PARTY PIZZA,4,"$37.00","$148.00"
2024-09-14,Theme Party Decor,Themed Decor Kit,3,32.00,96.00
09/04/2024,Party Time Balloons,Balloon Arch,1,47.00,47.00
9/4/24,Party Time Balloons,centerpiece,3,6.50,19.50
2024-09-04,Tonys Pizza,Party Pizza,5,37.00,"$185.00"
2024-09-04,Theme Party Decor,themed decor kit,3,"$32.00","$96.00"
09/17/2024,Party Time Balloon Co.,Balloon Arch,1,"$47.00","$47.00"
9/17/24,Party Time Balloon Co.,centerpiece,3,"$6.50",19.50
2024-09-17,Tonys Pizza,party pizza,3,37.00,"$111.00"
09/17/2024,THEME PARTY DECOR CO.,themed decor kit,3,32.00,"$96.00"
2024-09-08,PARTY TIME BALLOONS,balloon arch,1,47.00,"$47.00"
9/8/24,PARTY TIME BALLOONS,Centerpiece,4,6.50,"$26.00"
2024-09-08,Tonys Pizza,party pizza,5,37.00,185.00
9/8/24,Theme Party Decor Co,Themed Decor Kit,3,32.00,"$96.00"
9/29/24,Party Time Balloon Co.,balloon arch,1,"$47.00",47.00
2024-09-29,Party Time Balloon Co.,Centerpiece,7,"$6.50",45.50
2024-09-29,Tonys Pizza,party pizza,3,"$37.00",111.00
09/29/2024,Theme Party Decor Co,Themed Decor Kit,4,32.00,128.00
9/11/24,Party Time Balloon Co.,BALLOON ARCH,1,47.00,47.00
2024-09-11,Party Time Balloon Co.,centerpiece,4,6.50,26.00
09/11/2024,TONY'S PIZZA CO,party pizza,5,37.00,185.00
09/11/2024,THEME PARTY DECOR CO.,Themed Decor Kit,3,"$32.00","$96.00"
09/04/2024,Party Time Balloon Co.,balloon arch,1,47.00,47.00
9/4/24,Party Time Balloon Co.,Centerpiece,5,6.50,32.50
09/04/2024,Tonys Pizza,Party Pizza,4,"$37.00",148.00
9/4/24,THEME PARTY DECOR CO.,Themed Decor Kit,3,"$32.00",96.00
9/29/24,Party Time Balloon Co.,BALLOON ARCH,1,47.00,"$47.00"
09/29/2024,Party Time Balloon Co.,centerpiece,2,6.50,"$13.00"
9/29/24,Tonys Pizza,PARTY PIZZA,4,37.00,148.00
9/29/24,Theme Party Decor Co,themed decor kit,4,32.00,"$128.00"
09/19/2024,Party Time Balloon Co.,balloon arch,1,"$47.00",47.00
9/19/24,Party Time Balloon Co.,Centerpiece,7,6.50,45.50
2024-09-19,TONY'S PIZZA CO,party pizza,3,37.00,111.00
2024-09-19,Theme Party Decor Co,Themed Decor Kit,4,"$32.00","$128.00"
9/10/24,Party Time Balloons,BALLOON ARCH,1,47.00,47.00
2024-09-10,Party Time Balloons,Centerpiece,3,6.50,19.50
09/10/2024,Tony's Pizza Co.,PARTY PIZZA,4,37.00,148.00
2024-09-10,Theme Party Decor Co,themed decor kit,3,32.00,"$96.00"
2024-09-03,Roast House Coffee,whole bean 5lb,3,45.93,137.78
09/03/2024,Roast House Coffee,Snack Pack,2,"$12.00","$24.00"
9/19/24,Roast House Coffee Co.,Whole Bean 5lb,1,"$46.09",46.09
2024-09-19,Roast House Coffee Co.,snack pack,4,"$12.00","$48.00"
09/27/2024,CLEANCO SUPPLY,cleaning supplies,1,48.86,"$48.86"
2024-10-10,Party Time Balloons,BALLOON ARCH,1,47.00,"$47.00"
2024-10-10,Party Time Balloons,Centerpiece,6,6.50,39.00
10/10/24,Tony's Pizza Co.,party pizza,2,37.00,"$74.00"
10/10/24,THEME PARTY DECOR CO.,themed decor kit,3,32.00,96.00
10/2/24,Party Time Balloon Co.,BALLOON ARCH,1,47.00,47.00
10/02/2024,Party Time Balloon Co.,centerpiece,4,6.50,"$26.00"
10/02/2024,Tonys Pizza,party pizza,2,37.00,74.00
10/02/2024,THEME PARTY DECOR CO.,Themed Decor Kit,3,32.00,96.00
10/10/2024,Party Time Balloons LLC,balloon arch,1,"$47.00",47.00
10/10/2024,Party Time Balloons LLC,Centerpiece,6,6.50,39.00
2024-10-10,Tonys Pizza,PARTY PIZZA,3,37.00,"$111.00"
10/10/2024,THEME PARTY DECOR CO.,themed decor kit,4,"$32.00",128.00
10/24/2024,Party Time Balloon Co.,Balloon Arch,1,47.00,47.00
10/24/2024,Party Time Balloon Co.,centerpiece,7,"$6.50",45.50
10/24/24,Tony's Pizza Co.,PARTY PIZZA,5,"$37.00","$185.00"
10/24/2024,Theme Party Decor,themed decor kit,3,"$32.00","$96.00"
2024-10-29,PARTY TIME BALLOONS,balloon arch,1,47.00,"$47.00"
10/29/2024,PARTY TIME BALLOONS,centerpiece,3,6.50,19.50
10/29/2024,Tony's Pizza,Party Pizza,5,"$37.00","$185.00"
10/29/2024,Theme Party Decor,themed decor kit,4,"$32.00",128.00
10/28/24,Party Time Balloons,BALLOON ARCH,1,"$47.00","$47.00"
10/28/24,Party Time Balloons,centerpiece,6,"$6.50","$39.00"
10/28/2024,Tonys Pizza,party pizza,5,37.00,"$185.00"
2024-10-28,THEME PARTY DECOR CO.,Themed Decor Kit,3,32.00,96.00
2024-10-24,Party Time Balloon Co.,balloon arch,1,"$47.00",47.00
10/24/2024,Party Time Balloon Co.,Centerpiece,7,"$6.50","$45.50"
10/24/2024,Tonys Pizza,party pizza,4,37.00,"$148.00"
10/24/2024,Theme Party Decor Co,themed decor kit,3,32.00,96.00
2024-10-14,Party Time Balloons LLC,balloon arch,1,47.00,47.00
10/14/24,Party Time Balloons LLC,centerpiece,6,"$6.50",39.00
2024-10-14,Tonys Pizza,Party Pizza,4,"$37.00","$148.00"
2024-10-14,Theme Party Decor,Themed Decor Kit,3,32.00,96.00
2024-10-27,Party Time Balloons,balloon arch,1,47.00,"$47.00"
2024-10-27,Party Time Balloons,centerpiece,5,6.50,"$32.50"
10/27/24,Tony's Pizza,PARTY PIZZA,3,"$37.00",111.00
10/27/2024,THEME PARTY DECOR CO.,themed decor kit,4,32.00,"$128.00"
10/8/24,PARTY TIME BALLOONS,balloon arch,1,47.00,"$47.00"
10/08/2024,PARTY TIME BALLOONS,centerpiece,5,6.50,32.50
10/08/2024,Tonys Pizza,party pizza,5,"$37.00","$185.00"
10/08/2024,Theme Party Decor Co,themed decor kit,4,"$32.00",128.00
10/30/2024,Party Time Balloons,BALLOON ARCH,1,"$47.00","$47.00"
2024-10-30,Party Time Balloons,Centerpiece,3,"$6.50",19.50
2024-10-30,TONY'S PIZZA CO,Party Pizza,3,37.00,111.00
10/30/2024,THEME PARTY DECOR CO.,Themed Decor Kit,3,32.00,"$96.00"
2024-10-14,Party Time Balloon Co.,balloon arch,1,47.00,47.00
10/14/2024,Party Time Balloon Co.,Centerpiece,3,6.50,19.50
10/14/24,TONY'S PIZZA CO,Party Pizza,2,37.00,74.00
10/14/24,THEME PARTY DECOR CO.,themed decor kit,3,32.00,96.00
2024-10-21,Party Time Balloon Co.,BALLOON ARCH,1,"$47.00",47.00
2024-10-21,Party Time Balloon Co.,centerpiece,6,6.50,"$39.00"
10/21/2024,TONY'S PIZZA CO,PARTY PIZZA,4,37.00,"$148.00"
10/21/24,THEME PARTY DECOR CO.,Themed Decor Kit,3,32.00,96.00
10/02/2024,ROAST HOUSE COFFEE,Whole Bean 5lb,3,"$45.38",136.14
2024-10-02,ROAST HOUSE COFFEE,snack pack,3,"$12.00",36.00
10/22/24,Roast House Coffee Co.,whole bean 5lb,1,46.57,"$46.57"
10/22/24,Roast House Coffee Co.,Snack Pack,3,"$12.00",36.00
10/25/24,CLEANCO SUPPLY,cleaning supplies,1,52.15,52.15
,,MONTH TOTAL,,,"$1,652.29"
11/15/24,PARTY TIME BALLOONS,BALLOON ARCH,1,"$47.00",47.00
11/15/2024,PARTY TIME BALLOONS,Centerpiece,3,6.50,"$19.50"
11/15/2024,Tony's Pizza Co.,Party Pizza,3,37.00,"$111.00"
2024-11-15,Theme Party Decor Co,Themed Decor Kit,3,"$32.00","$96.00"
11/27/24,Party Time Balloons LLC,balloon arch,1,47.00,47.00
11/27/2024,Party Time Balloons LLC,centerpiece,5,"$6.50",32.50
2024-11-27,TONY'S PIZZA CO,party pizza,3,"$37.00","$111.00"
11/27/2024,Theme Party Decor,Themed Decor Kit,4,32.00,"$128.00"
2024-11-16,Party Time Balloon Co.,balloon arch,1,47.00,"$47.00"
11/16/2024,Party Time Balloon Co.,Centerpiece,3,"$6.50","$19.50"
11/16/2024,TONY'S PIZZA CO,PARTY PIZZA,2,"$37.00","$74.00"
11/16/24,Theme Party Decor,themed decor kit,3,"$32.00",96.00
2024-11-11,Party Time Balloon Co.,balloon arch,1,"$47.00",47.00
11/11/24,Party Time Balloon Co.,centerpiece,2,"$6.50",13.00
11/11/24,Tonys Pizza,party pizza,3,"$37.00","$111.00"
2024-11-11,THEME PARTY DECOR CO.,Themed Decor Kit,3,"$32.00",96.00
11/25/24,Party Time Balloons,balloon arch,1,47.00,47.00
11/25/24,Party Time Balloons,centerpiece,5,6.50,"$32.50"
11/25/24,Tonys Pizza,PARTY PIZZA,3,37.00,111.00
11/25/24,THEME PARTY DECOR CO.,Themed Decor Kit,3,"$32.00","$96.00"
11/28/2024,Party Time Balloons LLC,BALLOON ARCH,1,47.00,47.00
11/28/24,Party Time Balloons LLC,Centerpiece,7,6.50,"$45.50"
2024-11-28,Tony's Pizza Co.,party pizza,2,37.00,"$74.00"
11/28/2024,THEME PARTY DECOR CO.,themed decor kit,4,32.00,"$128.00"
2024-11-23,Party Time Balloon Co.,balloon arch,1,47.00,47.00
11/23/2024,Party Time Balloon Co.,Centerpiece,4,6.50,26.00
11/23/24,Tonys Pizza,party pizza,2,37.00,"$74.00"
11/23/2024,Theme Party Decor,themed decor kit,4,32.00,128.00
2024-11-28,PARTY TIME BALLOONS,Balloon Arch,1,47.00,47.00
11/28/24,PARTY TIME BALLOONS,Centerpiece,5,"$6.50","$32.50"
11/28/24,TONY'S PIZZA CO,PARTY PIZZA,3,"$37.00",111.00
2024-11-28,Theme Party Decor Co,themed decor kit,4,"$32.00",128.00
11/27/24,Party Time Balloon Co.,BALLOON ARCH,1,"$47.00",47.00
11/27/24,Party Time Balloon Co.,centerpiece,3,6.50,19.50
11/27/2024,Tony's Pizza,Party Pizza,5,"$37.00","$185.00"
2024-11-27,Theme Party Decor,Themed Decor Kit,4,32.00,"$128.00"
11/24/24,PARTY TIME BALLOONS,Balloon Arch,1,"$47.00",47.00
2024-11-24,PARTY TIME BALLOONS,centerpiece,3,6.50,19.50
2024-11-24,Tonys Pizza,PARTY PIZZA,2,"$37.00",74.00
11/24/24,Theme Party Decor Co,Themed Decor Kit,3,32.00,"$96.00"
11/08/2024,ROAST HOUSE COFFEE,whole bean 5lb,3,46.63,"$139.88"
11/08/2024,ROAST HOUSE COFFEE,snack pack,2,"$12.00",24.00
11/20/24,Roast House Coffee,whole bean 5lb,2,46.62,93.24
11/20/2024,Roast House Coffee,snack pack,3,12.00,36.00
11/27/24,CleanCo Supply Inc,cleaning supplies,1,"$51.31",51.31
11/14/2024,Playworks Toys,Play Equipment,3,54.45,"$163.35"
12/23/2024,Party Time Balloons,BALLOON ARCH,1,"$47.00","$47.00"
12/23/2024,Party Time Balloons,Centerpiece,6,6.50,39.00
2024-12-23,Tonys Pizza,PARTY PIZZA,4,"$37.00","$148.00"
12/23/2024,Theme Party Decor,themed decor kit,3,"$32.00","$96.00"
12/18/24,Party Time Balloons LLC,Balloon Arch,1,47.00,"$47.00"
2024-12-18,Party Time Balloons LLC,Centerpiece,5,"$6.50",32.50
12/18/2024,TONY'S PIZZA CO,PARTY PIZZA,3,37.00,111.00
12/18/24,Theme Party Decor Co,Themed Decor Kit,3,"$32.00","$96.00"
12/10/24,Party Time Balloons LLC,balloon arch,1,47.00,47.00
12/10/2024,Party Time Balloons LLC,centerpiece,5,"$6.50","$32.50"
12/10/24,Tony's Pizza Co.,Party Pizza,3,"$37.00","$111.00"
12/10/2024,Theme Party Decor,themed decor kit,3,"$32.00",96.00
12/05/2024,Party Time Balloons LLC,balloon arch,1,"$47.00",47.00
12/05/2024,Party Time Balloons LLC,centerpiece,3,6.50,19.50
12/05/2024,Tonys Pizza,Party Pizza,3,"$37.00","$111.00"
12/5/24,Theme Party Decor Co,Themed Decor Kit,3,32.00,"$96.00"
2024-12-29,Party Time Balloons,Balloon Arch,1,"$47.00",47.00
12/29/2024,Party Time Balloons,centerpiece,2,6.50,"$13.00"
12/29/2024,TONY'S PIZZA CO,party pizza,3,"$37.00","$111.00"
2024-12-29,Theme Party Decor Co,themed decor kit,3,32.00,96.00
